timestamp,flow_id,pcap_cnt,event_type,vlan,src_ip,src_port,dest_ip,dest_port,proto,dns.type,dns.id,dns.rrname,dns.rrtype,tld
2017-07-22T17:37:31.536827-0500,1441992146628859.0,76984.0,dns,110.0,192.168.201.68,39910.0,192.168.207.4,53.0,UDP,query,24815.0,192.168.22.110phpmyadmin.localdomain,A,192.168.22.110phpmyadmin.localdomain
2017-07-22T17:41:47.251075-0500,1374999263564995.0,103192.0,dns,140.0,192.168.204.63,51226.0,192.168.207.4,53.0,UDP,query,64287.0,www.sql-ledger.org,A,sql-ledger.org
2017-07-22T17:37:45.238132-0500,323290605920820.0,78224.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,63397.0,2001:0503:0c27:0000:0000:0000:0002:0030,53.0,UDP,query,53388.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:41:35.783161-0500,429530932048697.0,101926.0,dns,110.0,192.168.201.65,1034.0,192.168.207.4,53.0,UDP,query,22118.0,time.windows.com,A,windows.com
2017-07-22T17:39:55.389646-0500,343558565130766.0,90483.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,60087.0,2001:0500:002f:0000:0000:0000:0000:000f,53.0,UDP,query,59163.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:41:55.544061-0500,107322486771005.0,104735.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,56758.0,2001:0503:ba3e:0000:0000:0000:0002:0030,53.0,UDP,query,46471.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:43:05.622549-0500,432803702996949.0,112630.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,18858.0,2001:0500:0003:0000:0000:0000:0000:0042,53.0,UDP,query,30888.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:42:13.076806-0500,1743670667979782.0,106930.0,dns,180.0,192.168.198.58,40517.0,192.168.207.4,53.0,UDP,query,40244.0,www.backtrack-linux.org,A,backtrack-linux.org
2017-07-22T17:42:13.077156-0500,2152809252597092.0,106932.0,dns,180.0,192.168.198.58,49450.0,192.168.207.4,53.0,UDP,query,45772.0,www.backtrack-linux.org.stayonline.net,A,stayonline.net
2017-07-22T17:42:15.550903-0500,1717505727358967.0,107176.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,32463.0,2001:0500:0001:0000:0000:0000:803f:0235,53.0,UDP,query,57773.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:42:13.075807-0500,1886139028154399.0,106926.0,dns,180.0,192.168.198.58,39987.0,192.168.207.4,53.0,UDP,query,55817.0,www.backtrack-linux.org,A,backtrack-linux.org
2017-07-22T17:40:46.713743-0500,1750692933854223.0,96558.0,dns,140.0,192.168.204.63,63616.0,192.168.207.4,53.0,UDP,query,4649.0,en-us.start3.mozilla.com,A,mozilla.com
2017-07-22T17:42:13.076407-0500,1017516252277367.0,106928.0,dns,180.0,192.168.198.58,38983.0,192.168.207.4,53.0,UDP,query,54045.0,www.backtrack-linux.org.stayonline.net,A,stayonline.net
